City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Beringovskiy,100,RU,1604262565,96,63.05,179.32,23.18,4.16
Port Moresby,40,PG,1604262442,94,-9.44,147.18,77.0,5.82
Mangrūl Pīr,0,IN,1604262544,60,20.32,77.35,69.96,2.01
Nísia Floresta,40,BR,1604262565,78,-6.09,-35.21,82.4,14.99
Hachinohe,75,JP,1604262565,66,40.5,141.5,55.4,4.7
Muleba,20,TZ,1604262565,82,-1.84,31.65,68.0,9.17
Taperoá,72,BR,1604262565,52,-7.21,-36.83,83.21,10.29
Chupa,100,RU,1604262349,90,66.27,33.05,39.47,9.98
Jaca,0,ES,1604262565,72,42.57,-0.55,59.0,3.36
Necochea,59,AR,1604262566,53,-38.55,-58.74,68.61,10.83
Troitsko-Pechorsk,1,RU,1604262566,98,62.71,56.2,22.55,5.21
Port Elizabeth,23,ZA,1604262566,82,-33.92,25.57,64.4,11.41
Puerto Escondido,0,MX,1604262566,57,15.85,-97.07,86.09,3.91
Acapulco de Juárez,39,MX,1604262566,62,16.86,-99.89,86.72,7.99
Nelson,100,NZ,1604262566,74,-41.28,173.28,59.0,1.01
Jinchang,16,CN,1604262566,64,38.5,102.17,37.69,3.36
Guánica,99,PR,1604262566,56,17.97,-66.91,88.0,5.99
Valley City,1,US,1604262566,47,46.92,-98.0,37.4,13.87
Lorengau,15,PG,1604262566,74,-2.02,147.27,82.71,6.33
São Sebastião do Caí,16,BR,1604262384,61,-29.59,-51.38,71.01,7.0
Eha Amufu,99,NG,1604262566,86,6.66,7.76,77.49,4.76
Selikhino,100,RU,1604262566,90,50.37,137.5,36.57,6.26
Nuuk,75,GL,1604262566,85,64.18,-51.72,24.8,6.93
Srednekolymsk,94,RU,1604262566,91,67.45,153.68,-4.32,7.81
Choix,95,MX,1604262566,11,26.71,-108.32,100.62,2.64
Morgan City,1,US,1604262548,49,29.7,-91.21,73.99,10.29
Grindavik,75,IS,1604262321,93,63.84,-22.43,35.6,6.93
Teguise,20,ES,1604262566,68,29.06,-13.56,71.6,3.36
Shelbyville,0,US,1604262566,45,35.48,-86.46,64.4,17.22
Piteå,90,SE,1604262566,87,65.32,21.48,44.6,20.8
Ziarat,0,PK,1604262566,43,30.38,67.73,40.24,6.44
Lagunas,62,PE,1604262566,39,-5.23,-75.68,93.18,4.07
Los Llanos de Aridane,0,ES,1604262416,25,28.66,-17.92,77.0,6.93
Baykit,100,RU,1604262404,94,61.67,96.37,19.47,5.37
Mount Gambier,57,AU,1604262389,93,-37.83,140.77,50.0,5.82
Manggar,100,ID,1604262447,84,-2.88,108.27,78.42,6.58
Pontianak,77,ID,1604262567,90,-0.03,109.33,76.15,2.13
Killarney,90,IE,1604262567,100,52.05,-9.52,50.0,4.7
Unterseen,100,CH,1604262567,80,46.69,7.85,54.0,8.99
Jatai,45,BR,1604262567,50,-17.88,-51.71,80.89,11.36
Rafaela,0,AR,1604262567,24,-31.25,-61.49,80.01,5.01
Sing Buri,59,TH,1604262567,85,14.85,100.23,78.01,5.26
San Julián,36,MX,1604262567,26,21.02,-102.17,75.67,13.82
Villazón,30,BO,1604262567,31,-22.09,-65.59,61.5,19.26
Monte Sião,20,BR,1604262567,60,-22.43,-46.57,68.0,15.05
Carutapera,0,BR,1604262567,69,-1.2,-46.02,82.94,8.25
Charters Towers,0,AU,1604262567,83,-20.1,146.27,69.8,7.43
Suntar,4,RU,1604262567,92,62.14,117.63,0.23,5.48
Kiryat Gat,100,IL,1604262567,91,31.61,34.76,75.0,3.69
Sechura,58,PE,1604262567,55,-5.56,-80.82,74.86,15.55
Katsuura,75,JP,1604262567,77,35.13,140.3,59.0,3.36
Flers,75,FR,1604262567,93,48.74,-0.57,62.6,20.8
Krasnosel'kup,100,RU,1604262567,97,65.7,82.47,25.86,16.98
Freeport,90,US,1604262380,87,40.66,-73.58,55.99,10.29
Shimokizukuri,100,JP,1604262567,85,40.81,140.39,57.99,7.0
Gaeta,42,IT,1604262567,85,41.22,13.56,62.01,1.32
Caucaia,40,BR,1604262567,78,-3.74,-38.65,82.4,13.87
Verkhoyansk,88,RU,1604262568,88,67.54,133.38,-11.15,3.0
Margate,100,GB,1604262425,90,51.38,1.39,62.01,11.99
Buarcos,75,PT,1604262568,93,40.17,-8.88,64.99,3.36
Kathu,40,TH,1604262568,94,7.92,98.33,77.0,1.12
Nara,75,JP,1604262568,72,34.69,135.8,62.6,4.7
Saint-Pierre,75,RE,1604262568,68,-21.34,55.48,68.0,5.82
Reconquista,0,AR,1604262568,43,-29.15,-59.65,77.18,10.07
Oskarshamn,100,SE,1604262568,94,57.26,16.45,52.0,5.01
Balsas,63,BR,1604262568,45,-7.53,-46.04,90.12,5.39
Buin,0,CL,1604262568,34,-33.73,-70.75,80.6,8.05
Kikuyu,20,KE,1604262568,68,-1.25,36.66,66.2,11.41
Ribeira Brava,20,PT,1604262568,77,32.65,-17.07,69.8,3.36
Kanigoro,100,ID,1604262568,89,-8.13,112.22,73.29,2.82
Mayna,100,RU,1604262568,96,54.11,47.62,37.04,8.48
Wajima,100,JP,1604262568,81,37.4,136.9,62.89,20.0
Sarangani,100,PH,1604262426,75,5.4,125.46,82.94,8.41
Ballina,4,AU,1604262568,82,-28.87,153.57,64.4,6.93
Risør,100,NO,1604262568,96,58.72,9.23,53.01,21.99
Debre Tabor,3,ET,1604262568,60,11.85,38.02,52.05,5.91
Huambo,83,AO,1604262568,75,-12.78,15.74,64.9,4.21
Sabaudia,100,IT,1604262568,91,41.3,13.03,59.0,1.01
Shuyskoye,0,RU,1604262568,97,59.37,41.03,28.53,2.86
Beitbridge,89,ZW,1604262568,57,-22.22,30.0,72.72,14.9
Ostrovnoy,100,RU,1604262428,90,68.05,39.51,36.48,19.35
Molchanovo,100,RU,1604262568,94,57.58,83.77,35.67,10.2
Seoul,1,KR,1604262510,100,37.57,126.98,44.6,4.9
Galion,90,US,1604262300,64,40.73,-82.79,37.0,14.99
Dhidhdhoo,24,MV,1604262568,69,6.88,73.1,82.56,4.99
Ginir,1,ET,1604262569,91,7.13,40.7,57.04,2.37
Herat Province,0,AF,1604262569,58,34.5,62.0,44.98,2.08
Nantucket,20,US,1604262569,82,41.28,-70.1,60.8,11.41
Aleksandrovsk-Sakhalinskiy,100,RU,1604262569,89,50.9,142.16,43.72,5.68
Juneau,90,US,1604262303,93,58.3,-134.42,35.6,5.82
Chipinge,0,ZW,1604262569,78,-20.19,32.62,62.76,7.65
Udachny,0,RU,1604262569,84,66.42,112.4,5.0,6.71
North Bend,1,US,1604262569,72,43.41,-124.22,71.01,6.93
Griffith,75,US,1604262569,38,41.53,-87.42,42.01,20.8
Prado,100,BR,1604262569,93,-17.34,-39.22,69.85,11.14
Formosa,0,AR,1604262383,35,-26.18,-58.18,84.2,9.17
Cockburn Town,75,TC,1604262569,66,21.46,-71.14,84.2,12.75
Grand Falls,90,CA,1604262569,81,47.05,-67.74,44.6,20.8
Camacha,20,PT,1604262569,82,33.08,-16.33,68.0,2.24
Tombouctou,100,ML,1604262569,13,20.0,-3.0,88.14,4.41
Leningradskiy,91,RU,1604262569,81,69.38,178.42,14.13,5.75
Dudinka,75,RU,1604262569,85,69.41,86.18,21.2,15.66
Flinders,74,AU,1604262322,85,-34.58,150.86,61.0,3.0
Daşoguz,0,TM,1604262372,45,41.84,59.97,42.8,9.17
San Francisco,40,US,1604262322,52,37.77,-122.42,75.99,5.82
Eten,0,PE,1604262569,64,-6.91,-79.86,69.8,19.46
Buritis,94,BR,1604262569,78,-15.62,-46.42,79.02,2.33
Shenjiamen,100,CN,1604262569,84,29.96,122.3,64.96,13.44
Weiser,1,US,1604262569,30,44.25,-116.97,60.01,2.68
Fort Nelson,90,CA,1604262569,78,58.81,-122.7,15.8,10.29
Bengkulu,100,ID,1604262570,87,-3.8,102.27,75.18,3.85
Kyra,14,RU,1604262413,83,49.58,111.98,14.07,7.43
Hay River,100,CA,1604262570,92,60.82,-115.8,19.4,14.99
Odda,100,NO,1604262570,79,60.07,6.55,50.0,17.0
Mayumba,100,GA,1604262570,93,-3.43,10.66,74.98,4.61
Praia,40,CV,1604262570,57,14.92,-23.51,78.8,8.05
Mazamari,97,PE,1604262570,45,-11.33,-74.53,83.41,2.64
Bara,53,NG,1604262570,29,10.37,10.73,80.17,6.4
Klaksvík,97,FO,1604262570,93,62.23,-6.59,42.8,2.24
Laishevo,90,RU,1604262570,86,55.4,49.55,33.8,8.95
Ruteng,100,ID,1604262570,100,-8.61,120.47,63.37,2.19
Kargil,0,IN,1604262570,83,34.57,76.1,28.51,1.36
Atbasar,100,KZ,1604262570,81,51.8,68.33,37.15,5.68
Mae Sai,0,TH,1604262570,100,20.43,99.88,71.01,1.12
Kintinku,5,TZ,1604262570,68,-5.88,35.23,71.6,13.87
São Félix do Xingu,73,BR,1604262570,46,-6.64,-51.99,90.64,1.21
Batemans Bay,4,AU,1604262570,97,-35.72,150.18,57.99,4.59
Aksu,0,CN,1604262570,59,41.12,80.26,40.41,2.62
Hongjiang,100,CN,1604262570,88,27.11,110.0,55.04,2.66
Henties Bay,80,NA,1604262570,90,-22.12,14.28,55.99,1.83
Mahibadhoo,100,MV,1604262570,74,3.78,72.97,82.22,6.71
Kajaani,90,FI,1604262570,81,64.23,27.73,42.8,13.87
Nouadhibou,100,MR,1604262436,32,20.93,-17.03,82.4,11.41
Caconda,100,AO,1604262570,66,-13.73,15.07,67.69,3.47
Gushikawa,1,JP,1604262570,93,26.35,127.87,71.6,5.82
Verāval,59,IN,1604262570,48,20.9,70.37,79.34,11.83
Luanda,75,AO,1604262571,88,-8.84,13.23,77.0,8.05
Santa Isabel Rio Negro,45,BR,1604262459,69,-0.41,-65.02,81.37,4.05
Ulaanbaatar,0,MN,1604262319,77,47.91,106.88,-0.4,2.24
Karwar,0,IN,1604262571,79,14.8,74.13,76.71,4.0
Batagay,97,RU,1604262571,87,67.63,134.63,-12.71,4.29
Jhang,0,PK,1604262571,41,33.67,72.7,61.0,2.37
Xuchang,0,CN,1604262571,37,34.02,113.82,53.6,6.71
Egvekinot,24,RU,1604262571,90,66.32,-179.17,9.93,3.24
Eureka,1,US,1604262437,76,40.8,-124.16,64.99,5.77
Kroya,51,ID,1604262571,86,-7.63,109.25,76.51,3.27
Harboøre,100,DK,1604262571,30,56.62,8.18,55.0,1.99
Champerico,40,GT,1604262571,62,14.3,-91.92,89.6,9.17
Matara,4,LK,1604262324,85,5.95,80.54,76.89,6.31
Easton,90,US,1604262571,87,40.69,-75.22,53.01,13.87
Pangnirtung,90,CA,1604262571,67,66.15,-65.71,17.6,2.24
Marawi,100,PH,1604262571,91,8.0,124.29,75.0,1.99
Woodland,1,US,1604262571,27,38.68,-121.77,78.01,4.7
Laas,75,IT,1604262571,66,46.62,10.7,50.0,4.7
San Miguel,20,SV,1604262571,63,13.48,-88.18,95.0,3.36
Tayu,100,ID,1604262571,82,-6.54,111.05,77.74,2.64
Arman',100,RU,1604262571,95,59.7,150.17,30.52,7.63
Sur,0,OM,1604262571,43,22.57,59.53,70.61,4.36
San Andrés,90,CO,1604262571,94,12.58,-81.7,78.8,6.93
Iracoubo,100,GF,1604262571,72,5.48,-53.2,83.79,12.8
Porto Santo,20,PT,1604262571,82,33.07,-16.34,68.0,2.24
Sharonville,40,US,1604262571,42,39.27,-84.41,48.0,26.4
Emerald,0,AU,1604262571,42,-23.53,148.17,69.01,10.29
Baní,75,DO,1604262571,74,18.28,-70.33,86.0,14.03
Dauriya,4,RU,1604262572,89,49.93,116.87,18.16,12.84
Puri,40,IN,1604262572,88,19.8,85.85,80.6,2.24
San Felipe,95,VE,1604262572,85,10.34,-68.74,80.94,4.16
Narasannapeta,28,IN,1604262572,82,18.42,84.05,76.42,6.4
Caborca,82,MX,1604262572,11,30.58,-111.1,92.73,9.8
Llanes,100,ES,1604262572,54,43.42,-4.75,70.0,4.23
Maningrida,62,AU,1604262572,61,-12.07,134.27,75.78,3.8
Taunsa,0,PK,1604262572,23,30.7,70.65,65.7,3.89
Bathsheba,40,BB,1604262572,74,13.22,-59.52,84.2,20.8
Mitchell,40,US,1604262572,38,43.71,-98.03,42.8,4.7
Tabuk,100,PH,1604262572,93,17.42,121.44,74.43,1.83
Kérouané,2,GN,1604262572,57,9.27,-9.02,74.71,2.51
Bay Saint Louis,1,US,1604262572,43,30.31,-89.33,75.2,11.41
Aktash,50,RU,1604262572,80,50.3,87.73,17.82,3.85
Casino,0,AU,1604262572,100,-28.87,153.05,60.01,3.36
Tiznit Province,0,MA,1604262448,28,29.58,-9.5,71.87,1.88
Beloha,1,MG,1604262572,80,-25.17,45.05,66.83,13.85
Mopipi,6,BW,1604262572,39,-21.18,24.88,80.19,16.31
Aljezur,93,PT,1604262572,81,37.32,-8.8,64.31,6.98
Malakal,4,SS,1604262572,78,9.53,31.66,75.92,3.94
Oranjestad,40,AW,1604262326,74,12.52,-70.03,86.0,11.41
Salym,98,RU,1604262572,97,60.06,71.48,29.95,8.52
Springfield,1,US,1604262303,27,37.22,-93.3,55.0,13.87
North Vanlaiphai,73,IN,1604262572,100,23.13,93.07,58.03,1.48
Labuhan,69,ID,1604262572,83,-6.88,112.21,77.7,4.47
Turaif,75,SA,1604262573,93,31.67,38.66,60.8,25.28
Rikitea,77,PF,1604262409,86,-23.12,-134.97,74.55,22.3
La Rioja,0,ES,1604262550,87,42.25,-2.5,60.01,7.43
Punta Arenas,75,CL,1604262550,76,-53.15,-70.92,51.8,14.99
Praia da Vitória,75,PT,1604262550,100,38.73,-27.07,64.0,18.21
Cabo San Lucas,43,MX,1604262524,38,22.89,-109.91,90.0,4.0
Mar del Plata,0,AR,1604262550,59,-38.0,-57.56,66.2,10.29
Kaitangata,52,NZ,1604262409,70,-46.28,169.85,51.01,8.01
Albany,100,US,1604262364,85,42.6,-73.97,46.99,1.01
Shakawe,0,BW,1604262551,22,-18.37,21.85,78.58,4.88
Te Anau,100,NZ,1604262551,83,-45.42,167.72,44.67,2.3
Busselton,81,AU,1604262551,82,-33.65,115.33,55.0,5.79
Porto-Novo,73,BJ,1604262551,85,6.5,2.6,80.01,8.01
Souillac,20,MU,1604262551,64,-20.52,57.52,69.8,6.93
Faya,0,SA,1604262429,27,18.39,42.45,62.6,3.36
Shonguy,75,RU,1604262551,93,68.75,33.15,37.4,4.47
Goderich,100,CA,1604262440,59,43.75,-81.72,37.4,26.4
Port Lincoln,65,AU,1604262431,66,-34.73,135.87,62.29,10.54
Teya,100,RU,1604262551,90,60.38,92.63,35.71,12.84
Port Alfred,60,ZA,1604262551,81,-33.59,26.89,66.11,21.09
Palamás,20,GR,1604262551,87,39.47,22.08,57.0,3.18
Butaritari,1,KI,1604262267,78,3.07,172.79,81.79,10.6
Atuona,10,PF,1604262408,78,-9.8,-139.03,77.99,15.39
Chute-aux-Outardes,75,CA,1604262551,69,49.12,-68.4,37.4,6.93
Mossamedes,88,AO,1604262551,70,-15.2,12.15,73.54,5.17
Dikson,96,RU,1604262331,98,73.51,80.55,19.63,9.06
Bluff,100,NZ,1604262551,87,-46.6,168.33,48.0,8.01
Faanui,33,PF,1604262425,80,-16.48,-151.75,79.9,23.73
Karratha,100,AU,1604262422,70,-20.74,116.85,73.56,12.15
Saint-Philippe,75,RE,1604262551,68,-21.36,55.77,68.0,5.82
Aden,0,YE,1604262551,62,12.78,45.04,82.11,15.93
Hobart,20,AU,1604262449,82,-42.88,147.33,57.2,5.82
Belmonte,20,BR,1604262551,83,-15.86,-38.88,82.4,1.12
Mataura,66,NZ,1604262551,87,-46.19,168.86,48.0,8.01
Kapaa,1,US,1604262551,69,22.08,-159.32,80.6,3.36
Puerto Ayora,40,EC,1604262552,69,-0.74,-90.35,78.8,13.87
Ambilobe,51,MG,1604262552,73,-13.2,49.05,71.26,5.88
Pevek,100,RU,1604262552,90,69.7,170.31,15.64,14.29
Carnarvon,40,AU,1604262552,64,-24.87,113.63,68.0,18.34
Ribeira Grande,75,PT,1604262412,88,38.52,-28.7,62.6,11.41
Cape Town,0,ZA,1604262410,64,-33.93,18.42,68.0,14.99
Ayan,100,RU,1604262552,98,56.45,138.17,26.82,21.03
Batagay-Alyta,40,RU,1604262552,86,67.8,130.41,-9.58,1.77
Qaqortoq,0,GL,1604262545,68,60.72,-46.03,26.6,3.36
Prince George,20,CA,1604262532,66,53.92,-122.75,46.0,18.34
Hilo,90,US,1604262552,74,19.73,-155.09,82.0,3.36
Vaini,75,TO,1604262552,83,-21.2,-175.2,77.0,9.17
Luganville,40,VU,1604262552,78,-15.53,167.17,82.4,3.36
Carupano,74,VE,1604262552,75,10.67,-63.26,83.89,7.96
Husavik,90,IS,1604262552,59,66.04,-17.34,37.4,2.24
Aras,0,ES,1604262436,87,42.56,-2.36,60.01,1.14
Salamiyah,48,SY,1604262552,87,35.01,37.05,61.95,5.39
Ust'-Ilimsk,94,RU,1604262552,87,58.0,102.66,16.88,7.85
Lompoc,1,US,1604262552,47,34.64,-120.46,82.0,12.75
Bredasdorp,21,ZA,1604262552,93,-34.53,20.04,62.6,6.93
Iranshahr,0,IR,1604262552,11,27.2,60.68,62.6,6.93
Vincennes,90,FR,1604262552,88,48.85,2.43,64.99,16.11
Mount Abu,0,IN,1604262552,33,24.6,72.7,59.9,3.71
Saint Anthony,1,US,1604262356,32,45.02,-93.22,37.99,12.75
Saskylakh,99,RU,1604262552,88,71.92,114.08,-9.26,10.67
Ushuaia,75,AR,1604262401,58,-54.8,-68.3,57.2,2.24
Avarua,50,CK,1604262552,88,-21.21,-159.78,77.0,18.34
Christchurch,100,NZ,1604262552,76,-43.53,172.63,57.0,2.24
Shipunovo,3,RU,1604262552,94,52.16,82.22,31.42,9.22
Morón,0,AR,1604262446,31,-34.65,-58.62,78.01,10.29
Padang,100,ID,1604262553,72,-0.95,100.35,78.24,2.71
Bambous Virieux,20,MU,1604262553,64,-20.34,57.76,69.8,6.93
Nehe,100,CN,1604262553,92,48.48,124.83,24.4,11.45
Luoyang,0,CN,1604262553,99,34.68,112.45,55.0,3.53
Cleethorpes,98,GB,1604262553,82,53.56,-0.03,64.4,25.28
Palmer,90,US,1604262338,81,42.16,-72.33,50.0,10.29
Shkotovo,0,RU,1604262553,86,43.33,132.36,26.6,4.47
Isangel,10,VU,1604262553,77,-19.55,169.27,77.4,14.88
Ponta do Sol,20,PT,1604262553,77,32.67,-17.1,69.8,3.36
Nemuro,100,JP,1604262553,81,43.32,145.57,57.0,21.85
Gardez,0,AF,1604262553,56,33.6,69.23,32.86,1.66
Guerrero Negro,22,MX,1604262553,36,27.98,-114.06,81.32,10.51
Barra de Tecoanapa,1,MX,1604262553,67,16.52,-98.75,85.33,9.22
Hong Kong,100,HK,1604262363,77,22.29,114.16,75.0,10.36
Khatanga,100,RU,1604262553,92,71.97,102.5,2.75,5.3
Provideniya,0,RU,1604262412,67,64.38,-173.3,17.6,4.47
San Patricio,20,US,1604262553,37,28.02,-97.52,84.0,12.75
Jamestown,90,US,1604262553,83,42.1,-79.24,41.0,21.81
Sisimiut,100,GL,1604262553,95,66.94,-53.67,28.4,8.68
Saint Paul Harbor,90,US,1604262553,58,57.79,-152.41,30.2,13.87
Bethel,90,US,1604262553,100,41.37,-73.41,50.0,11.41
Soma,0,TR,1604262553,81,39.19,27.61,51.8,6.22
Hamilton,40,US,1604262553,39,39.18,-84.53,48.2,23.04
Saýat,0,TM,1604262553,34,38.78,63.88,50.0,6.93
Stornoway,100,GB,1604262553,87,58.21,-6.39,48.2,26.4
Lebu,7,CL,1604262411,79,-37.62,-73.65,57.83,5.35
Ilulissat,100,GL,1604262554,62,69.22,-51.1,19.4,9.17
Tamandaré,93,BR,1604262554,78,-8.76,-35.1,78.89,11.3
Chui,0,UY,1604262417,54,-33.7,-53.46,62.82,9.28
Solnechnyy,100,RU,1604262554,96,50.72,136.63,31.17,4.18
Kismayo,95,SO,1604262554,79,-0.36,42.55,79.79,13.31
Jérémie,84,HT,1604262554,71,18.65,-74.12,83.59,5.88
East London,81,ZA,1604262411,83,-33.02,27.91,66.25,15.23
Kanigiri,23,IN,1604262554,74,15.4,79.52,75.58,3.44
Mahon,20,ES,1604262554,82,39.89,4.27,62.6,6.93
Tarata,20,BO,1604262554,27,-17.62,-66.02,78.8,13.87
Kaniv,100,UA,1604262554,91,49.75,31.46,45.0,10.36
Valdivia,0,CL,1604262554,53,-39.81,-73.25,71.6,9.17
Najrān,0,SA,1604262424,25,17.49,44.13,64.4,2.24
São Geraldo do Araguaia,81,BR,1604262554,43,-6.4,-48.55,92.71,0.98
New Norfolk,100,AU,1604262411,80,-42.78,147.06,55.0,1.92
Sangīn,0,AF,1604262554,47,32.07,64.84,45.82,1.43
Pitimbu,20,BR,1604262554,78,-7.47,-34.81,80.6,10.29
Bedēsa,30,ET,1604262554,70,8.9,40.78,61.95,3.62
Salalah,0,OM,1604262554,69,17.02,54.09,77.0,2.24
Umm Kaddadah,0,SD,1604262554,19,13.6,26.69,85.37,16.35
Hobyo,1,SO,1604262554,76,5.35,48.53,80.76,7.63
Mattru,12,SL,1604262554,94,7.62,-11.83,75.79,3.51
Cidreira,25,BR,1604262423,62,-30.18,-50.21,65.98,9.4
Torbay,75,CA,1604262554,60,47.67,-52.73,39.99,14.99
Fortuna,20,US,1604262554,63,40.6,-124.16,64.99,11.41
San Rafael,0,AR,1604262554,14,-34.62,-68.33,85.23,15.75
Bambanglipuro,85,ID,1604262555,86,-7.95,110.28,76.23,5.19
Louveira,40,BR,1604262555,52,-23.09,-46.95,70.0,16.11
Severnyy,75,RU,1604262555,93,50.68,36.55,46.4,6.71
Iqaluit,75,CA,1604262555,78,63.75,-68.51,10.4,5.82
Kavieng,14,PG,1604262555,72,-2.57,150.8,82.81,7.36
Hithadhoo,100,MV,1604262555,73,-0.6,73.08,83.23,11.05
Tiksi,0,RU,1604262270,90,71.69,128.87,-6.52,6.67
Hermanus,0,ZA,1604262555,83,-34.42,19.23,63.0,4.0
Bichena,38,ET,1604262555,61,10.45,38.2,53.01,2.28
Tuburan,100,PH,1604262555,79,6.64,122.27,80.87,5.93
Comodoro Rivadavia,0,AR,1604262423,42,-45.87,-67.5,80.6,3.36
Yulara,31,AU,1604262555,20,-25.24,130.99,75.2,6.93
Bonthe,2,SL,1604262555,83,7.53,-12.51,80.01,7.67
Ketchikan,90,US,1604262496,100,55.34,-131.65,53.6,28.86
Orós,3,BR,1604262555,29,-6.24,-38.91,95.65,2.62
Mirny,0,RU,1604262555,76,62.54,113.96,-7.6,6.71
Dingle,100,PH,1604262555,88,11.0,122.67,75.65,5.5
Santa Cruz Cabrália,90,BR,1604262419,83,-16.28,-39.02,69.8,5.82
Upernavik,96,GL,1604262555,93,72.79,-56.15,16.34,4.03
Handiā,25,IN,1604262555,60,25.38,82.18,71.6,3.36
Vardø,75,NO,1604262440,86,70.37,31.11,39.2,23.04
Castro,27,BR,1604262487,62,-24.79,-50.01,64.69,8.52
Vila Franca do Campo,75,PT,1604262555,94,37.72,-25.43,69.8,12.75
Ankazoabo,78,MG,1604262555,33,-22.28,44.52,78.31,6.98
Dorfen,75,DE,1604262555,87,48.27,12.15,57.2,12.75
Mahébourg,20,MU,1604262556,64,-20.41,57.7,69.8,6.93
Nikolskoye,90,RU,1604262410,95,59.7,30.79,32.0,8.95
Lethem,58,GY,1604262556,47,3.38,-59.8,92.12,4.54
Marsh Harbour,6,BS,1604262556,79,26.54,-77.06,81.18,11.18
Marsá Maţrūḩ,5,EG,1604262556,58,31.35,27.25,70.03,9.66
Severo-Kuril'sk,0,RU,1604262556,76,50.68,156.12,40.26,3.91
Airai,98,TL,1604262556,79,-8.93,125.41,60.37,2.17
Berlevåg,0,NO,1604262556,86,70.86,29.09,37.4,18.34
Aktobe,0,KZ,1604262556,69,50.28,57.21,35.6,4.47
Sweetwater,75,US,1604262556,78,25.76,-80.37,87.01,11.41
Jumla,0,NP,1604262556,58,29.27,82.18,45.95,5.5
George Town,20,MY,1604262556,88,5.41,100.34,78.8,3.36
Naze,75,JP,1604262450,94,28.37,129.48,73.4,4.7
Korla,0,CN,1604262556,60,41.76,86.15,35.01,8.01
Vernon,82,CA,1604262330,75,50.26,-119.27,48.0,1.12
Vao,100,NC,1604262444,84,-22.67,167.48,74.23,17.43
Longyearbyen,0,SJ,1604262556,93,78.22,15.64,32.0,27.51
Maniitsoq,100,GL,1604262556,96,65.42,-52.9,23.43,7.78
Saint George,1,US,1604262410,12,37.1,-113.58,69.8,3.06
Lata,98,PT,1604262556,91,40.16,-8.33,66.0,1.34
Estevan,1,CA,1604262556,42,49.13,-102.98,48.2,10.29
Leninskiy,100,RU,1604262556,93,54.28,37.46,44.69,9.55
Slobodskoy,0,RU,1604262556,96,58.73,50.18,28.45,3.69
Westlock,6,CA,1604262545,50,54.15,-113.87,55.4,14.99
Hasaki,20,JP,1604262556,100,35.73,140.83,53.6,3.36
Zhigansk,82,RU,1604262556,92,66.77,123.37,-3.39,16.64
Pisco,90,PE,1604262556,77,-13.7,-76.22,66.2,9.17
Barrow,75,US,1604262556,74,71.29,-156.79,28.4,20.8
Lagoa,100,PT,1604262410,78,39.05,-27.98,64.6,20.02
Tasiilaq,92,GL,1604262557,79,65.61,-37.64,28.4,5.82
Tando Muhammad Khan,0,PK,1604262557,20,25.12,68.54,75.78,4.99
Petropavlovsk-Kamchatskiy,12,RU,1604262557,80,53.05,158.65,30.2,6.71
Babushkin,0,RU,1604262557,86,51.71,105.86,19.62,3.98
Port-Cartier,99,CA,1604262421,64,50.03,-66.87,37.4,4.7
Kaliua,99,TZ,1604262557,37,-5.06,31.79,78.42,0.58
Thunder Bay,0,CA,1604262557,39,48.4,-89.32,30.2,19.46
Qaanaaq,0,GL,1604262416,74,77.48,-69.36,1.08,7.56
Homer,1,US,1604262557,49,59.64,-151.55,25.0,13.87
Lubango,100,AO,1604262323,89,-14.92,13.49,63.66,4.56
Centralia,1,US,1604262557,67,46.72,-122.95,57.2,1.25
Lethbridge,75,CA,1604262557,29,49.7,-112.82,62.6,21.92
Sandwick,40,GB,1604262557,76,60.0,-1.25,50.0,28.86
Wanaka,100,NZ,1604262557,67,-44.7,169.15,49.1,1.01
Talnakh,75,RU,1604262557,85,69.49,88.4,21.2,15.66
Trairi,1,BR,1604262557,73,-3.28,-39.27,82.09,13.96
Mitú,100,CO,1604262557,91,1.2,-70.17,76.12,1.16
Enid,1,US,1604262337,26,36.4,-97.88,60.8,6.93
