City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Pacific Grove,1,US,1604262462,38,36.62,-121.92,75.2,5.82
Olafsvik,83,IS,1604262557,79,64.89,-23.71,37.09,14.52
Singaraja,86,ID,1604262557,72,-8.11,115.09,79.7,2.8
La Ligua,90,CL,1604262554,87,-32.45,-71.23,55.4,10.29
Chingirlau,9,KZ,1604262557,63,51.09,54.08,43.2,8.21
Yangi Marg`ilon,100,UZ,1604262557,39,40.43,71.72,46.4,6.93
Nome,1,US,1604262557,85,64.5,-165.41,12.2,4.88
Cherskiy,100,RU,1604262415,94,68.75,161.3,4.33,5.26
Tigil',100,RU,1604262557,93,57.8,158.67,31.84,6.67
Milledgeville,40,US,1604262558,64,33.08,-83.23,72.0,11.48
Bubaque,0,GW,1604262558,75,11.28,-15.83,83.82,15.21
Nanortalik,0,GL,1604262415,86,60.14,-45.24,30.07,29.04
Cabedelo,20,BR,1604262558,78,-6.98,-34.83,80.6,10.29
Hirara,51,JP,1604262558,71,24.8,125.28,76.28,14.23
Chokurdakh,100,RU,1604262558,94,70.63,147.92,0.61,10.78
Vitim,0,RU,1604262558,89,59.45,112.56,-1.32,3.65
Mayachnyy,0,RU,1604262558,79,52.68,55.69,37.54,6.87
Grand Gaube,40,MU,1604262558,69,-20.01,57.66,66.99,1.99
Iquique,0,CL,1604262558,68,-20.22,-70.14,66.2,20.8
Pueblo,1,US,1604262558,27,38.25,-104.61,66.99,5.06
Tuatapere,16,NZ,1604262558,87,-46.13,167.68,48.0,8.01
Shitanjing,0,CN,1604262558,69,39.23,106.34,34.84,9.01
Hofn,0,IS,1604262558,69,64.25,-15.21,39.33,12.91
Cayenne,75,GF,1604262434,83,4.93,-52.33,82.4,3.36
Siavonga,0,ZM,1604262558,44,-16.54,28.71,82.0,7.49
Rocha,0,UY,1604262558,58,-34.48,-54.33,63.19,7.87
Raja,100,SS,1604262558,74,8.46,25.68,75.2,3.98
Terney,61,RU,1604262558,73,45.05,136.61,41.38,9.69
Thompson,90,CA,1604262558,85,55.74,-97.86,23.0,11.41
Makkah al Mukarramah,0,SA,1604262362,58,21.43,39.83,80.6,4.52
Havre-St-Pierre,94,CA,1604262558,69,50.23,-63.6,37.4,4.7
Saldanha,0,ZA,1604262558,56,-33.01,17.94,68.0,5.82
Yellowknife,90,CA,1604262558,85,62.46,-114.35,17.6,8.05
Ghanzi,100,BW,1604262558,34,-21.57,21.78,80.08,8.79
Namatanai,100,PG,1604262559,80,-3.67,152.43,80.42,5.03
Skjervøy,0,NO,1604262559,74,70.03,20.97,41.0,19.46
Port Augusta,6,AU,1604262559,87,-32.5,137.77,63.0,8.05
Ferme-Neuve,100,CA,1604262559,100,46.7,-75.45,41.0,5.82
Luang Prabang,86,LA,1604262559,82,19.89,102.13,73.27,0.45
Choya,0,RU,1604262559,95,52.01,86.55,28.85,1.77
Mehamn,0,NO,1604262425,86,71.04,27.85,37.4,18.34
Eyl,0,SO,1604262434,68,7.98,49.82,79.99,18.3
Hermosillo,26,MX,1604262526,15,29.07,-110.97,95.0,3.0
Tsumeb,97,NA,1604262559,42,-19.23,17.72,77.5,5.14
College,75,US,1604262559,76,64.86,-147.8,1.0,0.22
Kruisfontein,28,ZA,1604262559,76,-34.0,24.73,64.0,3.0
Beaverlodge,75,CA,1604262559,58,55.22,-119.44,53.6,12.75
Narsaq,0,GL,1604262559,68,60.92,-46.05,26.6,3.36
Esperance,90,AU,1604262559,100,-33.87,121.9,62.6,11.41
Kiunga,100,PG,1604262559,98,-6.12,141.29,75.02,0.81
Araouane,94,ML,1604262559,13,18.9,-3.53,87.57,5.41
Tessalit,60,ML,1604262559,17,20.2,1.01,79.54,10.6
Victoria Point,0,AU,1604262559,74,-27.58,153.3,71.01,5.99
Nacala,90,MZ,1604262559,69,-14.54,40.67,76.44,2.21
Outlook,50,CA,1604262559,26,51.5,-107.05,55.4,13.87
Vila,100,PT,1604262560,94,42.03,-8.16,61.0,5.99
South Kazakhstan Region,21,KZ,1604262560,67,43.0,68.0,40.86,2.42
Sainte-Marie,40,RE,1604262428,68,-20.9,55.55,68.0,6.93
Erzin,24,TR,1604262560,72,36.96,36.2,71.01,2.19
Brae,40,GB,1604262560,76,60.4,-1.35,50.0,28.86
Rome,90,US,1604262560,76,43.21,-75.46,48.2,13.87
Baghdad,0,IQ,1604262560,35,33.34,44.4,71.6,11.41
Tongchuanshi,0,CN,1604262560,49,35.08,109.09,46.04,9.48
Proletarsk,87,RU,1604262560,77,46.7,41.72,57.74,3.44
Pemba,10,MZ,1604262560,70,-12.97,40.52,78.03,6.98
Nyuksenitsa,0,RU,1604262560,98,60.41,44.24,27.57,3.02
Derazhnya,100,UA,1604262560,82,49.27,27.43,45.19,8.63
Strezhevoy,90,RU,1604262560,92,60.73,77.59,30.2,6.71
Road Town,20,VG,1604262386,66,18.42,-64.62,84.2,12.75
Pochutla,0,MX,1604262418,61,15.74,-96.47,89.01,5.01
Kirakira,73,SB,1604262560,75,-10.45,161.92,81.86,5.61
Bruneck,62,IT,1604262560,75,46.8,11.94,48.0,1.12
Kumul,0,CN,1604262560,60,42.8,93.45,38.52,6.6
Arraias,69,BR,1604262560,57,-12.93,-46.94,81.93,6.76
Tra Vinh,100,VN,1604262560,93,9.93,106.35,76.68,3.69
Waingapu,95,ID,1604262560,76,-9.66,120.26,78.98,4.59
Departamento de Maldonado,20,UY,1604262560,82,-34.67,-54.92,66.0,9.17
Buraidah,0,SA,1604262560,37,26.33,43.98,69.8,6.93
Asău,0,RO,1604262560,97,46.43,26.4,36.0,5.01
George,0,ZA,1604262560,100,-33.96,22.46,59.0,2.24
Chegutu,39,ZW,1604262560,44,-18.13,30.14,72.46,7.05
Ngunguru,69,NZ,1604262561,88,-35.62,174.5,66.0,1.01
Inírida,100,CO,1604262561,97,3.87,-67.92,73.38,1.77
Itarema,0,BR,1604262561,74,-2.92,-39.92,82.24,17.38
Spas,0,UA,1604262561,82,48.89,24.06,38.52,4.54
Lüderitz,79,NA,1604262561,48,-26.65,15.16,66.81,12.17
Ukiah,1,US,1604262561,22,39.15,-123.21,82.0,4.79
Seymchan,100,RU,1604262561,93,62.88,152.43,9.55,0.67
Sos'va,0,RU,1604262561,97,59.18,61.86,25.29,2.75
Sibu,40,MY,1604262561,94,2.3,111.82,75.2,2.24
Lillooet,1,CA,1604262561,61,50.69,-121.94,48.2,2.24
West Bay,20,KY,1604262561,70,19.37,-81.42,87.8,17.22
Las Margaritas,100,PA,1604262561,85,9.33,-79.89,81.0,8.99
Khuzhir,0,RU,1604262561,85,53.19,107.34,20.41,6.42
Shache,0,CN,1604262561,85,38.42,77.24,34.16,2.26
Taber,99,CA,1604262561,29,49.82,-112.15,66.2,14.99
Chivay,55,PE,1604262561,33,-15.64,-71.6,59.94,14.09
Moose Factory,90,CA,1604262561,94,51.26,-80.61,32.0,18.34
Half Moon Bay,5,US,1604262561,55,37.46,-122.43,78.01,2.86
Malabugas,79,PH,1604262561,83,9.37,122.77,78.64,5.35
Show Low,1,US,1604262367,22,34.25,-110.03,71.01,8.05
Fort-Shevchenko,0,KZ,1604262561,39,44.51,50.26,60.35,4.63
Sabha,0,LY,1604262561,51,27.04,14.43,65.19,8.68
Kloulklubed,75,PW,1604262561,94,7.04,134.26,75.2,4.23
Port Macquarie,98,AU,1604262562,71,-31.43,152.92,66.0,1.99
Ocuituco,17,MX,1604262562,42,18.87,-98.77,75.13,5.99
Tuktoyaktuk,90,CA,1604262562,85,69.45,-133.04,10.4,10.29
Barkly West,0,ZA,1604262562,82,-28.54,24.52,57.2,6.93
Magadan,100,RU,1604262562,94,59.57,150.8,29.39,10.56
Arraial do Cabo,75,BR,1604262562,68,-22.97,-42.03,71.6,6.93
Tezu,50,IN,1604262431,73,27.92,96.17,70.68,2.21
Āsosa,85,ET,1604262562,94,10.07,34.53,62.65,2.26
Jiaojiang,90,CN,1604262562,72,28.68,121.44,66.99,1.99
High Level,75,CA,1604262562,84,58.52,-117.14,35.6,5.82
Kimbe,25,PG,1604262562,87,-5.55,150.14,76.77,2.86
Portland,1,US,1604262436,51,45.52,-122.68,64.0,3.87
Puerto Baquerizo Moreno,75,EC,1604262562,78,-0.9,-89.6,75.2,10.29
Campo do Brito,20,BR,1604262562,74,-10.73,-37.49,82.4,13.87
Neyshabur,2,IR,1604262562,39,36.21,58.8,54.61,1.57
Urengoy,91,RU,1604262562,97,65.97,78.37,24.44,14.7
Capitán Bado,49,PY,1604262562,51,-23.27,-55.53,77.79,4.81
Kahuta,0,PK,1604262562,41,33.59,73.39,61.0,5.91
Ulaangom,65,MN,1604262562,95,49.98,92.07,24.84,3.33
Atasū,93,KZ,1604262562,59,48.68,71.64,38.88,4.81
Fairbanks,40,US,1604262562,83,64.84,-147.72,1.0,3.36
Kupang,100,ID,1604262562,75,-10.17,123.58,79.99,7.76
São Filipe,38,CV,1604262412,77,14.9,-24.5,79.23,10.49
Cairns,40,AU,1604262480,77,-16.92,145.77,69.8,10.29
Ancud,0,CL,1604262562,63,-41.87,-73.82,68.0,10.29
Pinsk,0,BY,1604262562,93,52.12,26.1,40.5,3.27
Hualmay,70,PE,1604262562,66,-11.1,-77.61,68.34,9.86
Prince Rupert,90,CA,1604262563,87,54.32,-130.32,55.4,20.8
San Ramon,1,US,1604262449,19,37.78,-121.98,79.0,11.41
Mpika,25,ZM,1604262563,72,-11.83,31.45,65.46,9.35
Vila Velha,75,BR,1604262563,78,-20.33,-40.29,73.4,11.41
Katwa,63,IN,1604262563,82,23.64,88.13,77.16,3.2
Haines Junction,100,CA,1604262563,66,60.75,-137.51,12.2,3.36
Qasigiannguit,100,GL,1604262563,62,68.82,-51.19,19.4,9.17
Vostok,89,RU,1604262409,99,46.49,135.88,29.17,3.27
Oleksandrivka,100,UA,1604262563,90,48.96,32.23,46.69,8.99
Clyde River,90,CA,1604262426,92,70.47,-68.59,12.2,3.36
Timrå,100,SE,1604262563,93,62.49,17.33,48.2,21.92
Bukachacha,53,RU,1604262438,89,52.98,116.92,11.97,3.98
Isil'kul',36,RU,1604262563,96,54.91,71.27,32.23,10.09
Hsinchu,41,TW,1604262563,82,24.8,120.97,79.0,1.99
Kenai,1,US,1604262563,41,60.55,-151.26,25.0,21.92
Byron Bay,7,AU,1604262381,82,-28.65,153.62,64.4,6.93
Kabanjahe,100,ID,1604262563,93,3.1,98.49,62.17,2.93
Las Matas de Farfán,81,DO,1604262563,58,18.87,-71.52,82.44,6.71
Sitka,90,US,1604262563,87,57.05,-135.33,46.4,4.7
Caravelas,100,BR,1604262563,92,-17.71,-39.25,69.69,12.57
Huntsville,1,US,1604262563,34,34.73,-86.59,68.0,11.41
Sistranda,40,NO,1604262563,54,63.73,8.83,53.6,25.28
Oktyabr'skiy,67,RU,1604262563,92,54.48,53.47,33.62,4.43
Siyabuswa,46,ZA,1604262563,58,-25.11,29.04,68.11,15.37
Uppsala County,100,SE,1604262563,100,60.0,17.75,50.0,13.87
Lazarev,100,RU,1604262563,88,52.23,141.51,42.17,2.73
Vidim,9,RU,1604262564,86,56.41,103.11,15.53,5.95
Dawei,3,MM,1604262564,91,14.08,98.2,75.45,3.98
Svetlaya,0,RU,1604262564,75,46.54,138.33,41.92,6.29
Havøysund,40,NO,1604262564,75,71.0,24.66,41.0,18.34
General Pico,1,AR,1604262564,26,-35.66,-63.76,80.08,10.38
Malacacheta,100,BR,1604262564,94,-17.84,-42.08,66.42,4.03
Mawlaik,95,MM,1604262564,94,23.63,94.42,73.78,0.67
Geraldton,75,AU,1604262564,87,-28.77,114.6,57.2,9.17
Dehlorān,0,IR,1604262564,23,32.69,47.27,68.65,5.41
Avera,1,US,1604262564,60,33.19,-82.53,71.6,13.87
Aklavik,75,CA,1604262564,72,68.22,-135.01,17.6,6.93
San Ignacio,40,BZ,1604262564,70,17.16,-89.07,86.0,9.17
Porto Belo,40,BR,1604262564,56,-27.16,-48.55,70.0,13.87
São João da Barra,75,BR,1604262564,69,-21.64,-41.05,73.4,13.87
Kavaratti,0,IN,1604262564,71,10.57,72.64,81.88,4.29
Cap Malheureux,31,MU,1604262565,69,-19.98,57.61,66.99,1.99
Druzhba,99,UA,1604262565,96,52.04,33.95,46.67,5.91
Son La,89,VN,1604262565,92,21.32,103.9,66.63,1.57
Othaya,74,KE,1604262565,86,-0.57,36.96,57.99,4.0
Aksarka,0,RU,1604262565,95,66.56,67.8,25.43,12.37
Khanpur,0,PK,1604262565,23,28.65,70.66,65.55,4.9
Vestmannaeyjar,0,IS,1604262565,74,63.44,-20.27,37.4,16.11
Andenes,100,NO,1604262565,75,69.31,16.12,46.4,17.22
Jutaí,96,BR,1604262565,62,-5.18,-68.9,84.65,2.21
Bartica,40,GY,1604262565,94,6.4,-58.62,78.8,4.7
Sabzawār,65,IR,1604262565,44,36.21,57.68,52.52,1.81
Constitución,62,CL,1604262565,72,-35.33,-72.42,59.38,8.46
Kutina,90,HR,1604262565,100,45.48,16.78,50.0,1.52
Okhotsk,100,RU,1604262565,87,59.38,143.3,18.66,16.28
Odesskoye,77,RU,1604262565,85,54.21,72.97,35.91,11.05
Coquimbo,20,CL,1604262565,72,-29.95,-71.34,59.0,13.87
Beringovskiy,100,RU,1604262565,96,63.05,179.32,23.18,4.16
Port Moresby,40,PG,1604262442,94,-9.44,147.18,77.0,5.82
Mangrūl Pīr,0,IN,1604262544,60,20.32,77.35,69.96,2.01
Nísia Floresta,40,BR,1604262565,78,-6.09,-35.21,82.4,14.99
Hachinohe,75,JP,1604262565,66,40.5,141.5,55.4,4.7
Muleba,20,TZ,1604262565,82,-1.84,31.65,68.0,9.17
Taperoá,72,BR,1604262565,52,-7.21,-36.83,83.21,10.29
Chupa,100,RU,1604262349,90,66.27,33.05,39.47,9.98
Jaca,0,ES,1604262565,72,42.57,-0.55,59.0,3.36
Necochea,59,AR,1604262566,53,-38.55,-58.74,68.61,10.83
Troitsko-Pechorsk,1,RU,1604262566,98,62.71,56.2,22.55,5.21
Port Elizabeth,23,ZA,1604262566,82,-33.92,25.57,64.4,11.41
Puerto Escondido,0,MX,1604262566,57,15.85,-97.07,86.09,3.91
Acapulco de Juárez,39,MX,1604262566,62,16.86,-99.89,86.72,7.99
Nelson,100,NZ,1604262566,74,-41.28,173.28,59.0,1.01
Jinchang,16,CN,1604262566,64,38.5,102.17,37.69,3.36
Guánica,99,PR,1604262566,56,17.97,-66.91,88.0,5.99
Valley City,1,US,1604262566,47,46.92,-98.0,37.4,13.87
Lorengau,15,PG,1604262566,74,-2.02,147.27,82.71,6.33
São Sebastião do Caí,16,BR,1604262384,61,-29.59,-51.38,71.01,7.0
Eha Amufu,99,NG,1604262566,86,6.66,7.76,77.49,4.76
Selikhino,100,RU,1604262566,90,50.37,137.5,36.57,6.26
Nuuk,75,GL,1604262566,85,64.18,-51.72,24.8,6.93
Srednekolymsk,94,RU,1604262566,91,67.45,153.68,-4.32,7.81
Choix,95,MX,1604262566,11,26.71,-108.32,100.62,2.64
Morgan City,1,US,1604262548,49,29.7,-91.21,73.99,10.29
Grindavik,75,IS,1604262321,93,63.84,-22.43,35.6,6.93
Teguise,20,ES,1604262566,68,29.06,-13.56,71.6,3.36
Shelbyville,0,US,1604262566,45,35.48,-86.46,64.4,17.22
Piteå,90,SE,1604262566,87,65.32,21.48,44.6,20.8
Ziarat,0,PK,1604262566,43,30.38,67.73,40.24,6.44
Lagunas,62,PE,1604262566,39,-5.23,-75.68,93.18,4.07
Los Llanos de Aridane,0,ES,1604262416,25,28.66,-17.92,77.0,6.93
Baykit,100,RU,1604262404,94,61.67,96.37,19.47,5.37
Mount Gambier,57,AU,1604262389,93,-37.83,140.77,50.0,5.82
Manggar,100,ID,1604262447,84,-2.88,108.27,78.42,6.58
Pontianak,77,ID,1604262567,90,-0.03,109.33,76.15,2.13
Killarney,90,IE,1604262567,100,52.05,-9.52,50.0,4.7
Unterseen,100,CH,1604262567,80,46.69,7.85,54.0,8.99
Jatai,45,BR,1604262567,50,-17.88,-51.71,80.89,11.36
Rafaela,0,AR,1604262567,24,-31.25,-61.49,80.01,5.01
Sing Buri,59,TH,1604262567,85,14.85,100.23,78.01,5.26
San Julián,36,MX,1604262567,26,21.02,-102.17,75.67,13.82
Villazón,30,BO,1604262567,31,-22.09,-65.59,61.5,19.26
Monte Sião,20,BR,1604262567,60,-22.43,-46.57,68.0,15.05
Carutapera,0,BR,1604262567,69,-1.2,-46.02,82.94,8.25
Charters Towers,0,AU,1604262567,83,-20.1,146.27,69.8,7.43
Suntar,4,RU,1604262567,92,62.14,117.63,0.23,5.48
Kiryat Gat,100,IL,1604262567,91,31.61,34.76,75.0,3.69
Sechura,58,PE,1604262567,55,-5.56,-80.82,74.86,15.55
Katsuura,75,JP,1604262567,77,35.13,140.3,59.0,3.36
Flers,75,FR,1604262567,93,48.74,-0.57,62.6,20.8
Krasnosel'kup,100,RU,1604262567,97,65.7,82.47,25.86,16.98
Freeport,90,US,1604262380,87,40.66,-73.58,55.99,10.29
Shimokizukuri,100,JP,1604262567,85,40.81,140.39,57.99,7.0
Gaeta,42,IT,1604262567,85,41.22,13.56,62.01,1.32
Caucaia,40,BR,1604262567,78,-3.74,-38.65,82.4,13.87
Verkhoyansk,88,RU,1604262568,88,67.54,133.38,-11.15,3.0
Margate,100,GB,1604262425,90,51.38,1.39,62.01,11.99
Buarcos,75,PT,1604262568,93,40.17,-8.88,64.99,3.36
Kathu,40,TH,1604262568,94,7.92,98.33,77.0,1.12
Nara,75,JP,1604262568,72,34.69,135.8,62.6,4.7
Saint-Pierre,75,RE,1604262568,68,-21.34,55.48,68.0,5.82
Reconquista,0,AR,1604262568,43,-29.15,-59.65,77.18,10.07
Oskarshamn,100,SE,1604262568,94,57.26,16.45,52.0,5.01
Balsas,63,BR,1604262568,45,-7.53,-46.04,90.12,5.39
Buin,0,CL,1604262568,34,-33.73,-70.75,80.6,8.05
Kikuyu,20,KE,1604262568,68,-1.25,36.66,66.2,11.41
Ribeira Brava,20,PT,1604262568,77,32.65,-17.07,69.8,3.36
Kanigoro,100,ID,1604262568,89,-8.13,112.22,73.29,2.82
Mayna,100,RU,1604262568,96,54.11,47.62,37.04,8.48
Wajima,100,JP,1604262568,81,37.4,136.9,62.89,20.0
Sarangani,100,PH,1604262426,75,5.4,125.46,82.94,8.41
Ballina,4,AU,1604262568,82,-28.87,153.57,64.4,6.93
Risør,100,NO,1604262568,96,58.72,9.23,53.01,21.99
Debre Tabor,3,ET,1604262568,60,11.85,38.02,52.05,5.91
Huambo,83,AO,1604262568,75,-12.78,15.74,64.9,4.21
Sabaudia,100,IT,1604262568,91,41.3,13.03,59.0,1.01
Shuyskoye,0,RU,1604262568,97,59.37,41.03,28.53,2.86
Beitbridge,89,ZW,1604262568,57,-22.22,30.0,72.72,14.9
Ostrovnoy,100,RU,1604262428,90,68.05,39.51,36.48,19.35
Molchanovo,100,RU,1604262568,94,57.58,83.77,35.67,10.2
Seoul,1,KR,1604262510,100,37.57,126.98,44.6,4.9
Galion,90,US,1604262300,64,40.73,-82.79,37.0,14.99
Dhidhdhoo,24,MV,1604262568,69,6.88,73.1,82.56,4.99
Ginir,1,ET,1604262569,91,7.13,40.7,57.04,2.37
Herat Province,0,AF,1604262569,58,34.5,62.0,44.98,2.08
Nantucket,20,US,1604262569,82,41.28,-70.1,60.8,11.41
Aleksandrovsk-Sakhalinskiy,100,RU,1604262569,89,50.9,142.16,43.72,5.68
Juneau,90,US,1604262303,93,58.3,-134.42,35.6,5.82
Chipinge,0,ZW,1604262569,78,-20.19,32.62,62.76,7.65
Udachny,0,RU,1604262569,84,66.42,112.4,5.0,6.71
North Bend,1,US,1604262569,72,43.41,-124.22,71.01,6.93
Griffith,75,US,1604262569,38,41.53,-87.42,42.01,20.8
Prado,100,BR,1604262569,93,-17.34,-39.22,69.85,11.14
Formosa,0,AR,1604262383,35,-26.18,-58.18,84.2,9.17
Cockburn Town,75,TC,1604262569,66,21.46,-71.14,84.2,12.75
Grand Falls,90,CA,1604262569,81,47.05,-67.74,44.6,20.8
Camacha,20,PT,1604262569,82,33.08,-16.33,68.0,2.24
Tombouctou,100,ML,1604262569,13,20.0,-3.0,88.14,4.41
Leningradskiy,91,RU,1604262569,81,69.38,178.42,14.13,5.75
Dudinka,75,RU,1604262569,85,69.41,86.18,21.2,15.66
Flinders,74,AU,1604262322,85,-34.58,150.86,61.0,3.0
Daşoguz,0,TM,1604262372,45,41.84,59.97,42.8,9.17
San Francisco,40,US,1604262322,52,37.77,-122.42,75.99,5.82
Eten,0,PE,1604262569,64,-6.91,-79.86,69.8,19.46
Buritis,94,BR,1604262569,78,-15.62,-46.42,79.02,2.33
Shenjiamen,100,CN,1604262569,84,29.96,122.3,64.96,13.44
Weiser,1,US,1604262569,30,44.25,-116.97,60.01,2.68
Fort Nelson,90,CA,1604262569,78,58.81,-122.7,15.8,10.29
Bengkulu,100,ID,1604262570,87,-3.8,102.27,75.18,3.85
Kyra,14,RU,1604262413,83,49.58,111.98,14.07,7.43
Hay River,100,CA,1604262570,92,60.82,-115.8,19.4,14.99
Odda,100,NO,1604262570,79,60.07,6.55,50.0,17.0
Mayumba,100,GA,1604262570,93,-3.43,10.66,74.98,4.61
Praia,40,CV,1604262570,57,14.92,-23.51,78.8,8.05
Mazamari,97,PE,1604262570,45,-11.33,-74.53,83.41,2.64
Bara,53,NG,1604262570,29,10.37,10.73,80.17,6.4
Klaksvík,97,FO,1604262570,93,62.23,-6.59,42.8,2.24
Laishevo,90,RU,1604262570,86,55.4,49.55,33.8,8.95
Ruteng,100,ID,1604262570,100,-8.61,120.47,63.37,2.19
Kargil,0,IN,1604262570,83,34.57,76.1,28.51,1.36
Atbasar,100,KZ,1604262570,81,51.8,68.33,37.15,5.68
Mae Sai,0,TH,1604262570,100,20.43,99.88,71.01,1.12
Kintinku,5,TZ,1604262570,68,-5.88,35.23,71.6,13.87
São Félix do Xingu,73,BR,1604262570,46,-6.64,-51.99,90.64,1.21
Batemans Bay,4,AU,1604262570,97,-35.72,150.18,57.99,4.59
Aksu,0,CN,1604262570,59,41.12,80.26,40.41,2.62
Hongjiang,100,CN,1604262570,88,27.11,110.0,55.04,2.66
Henties Bay,80,NA,1604262570,90,-22.12,14.28,55.99,1.83
Mahibadhoo,100,MV,1604262570,74,3.78,72.97,82.22,6.71
Kajaani,90,FI,1604262570,81,64.23,27.73,42.8,13.87
Nouadhibou,100,MR,1604262436,32,20.93,-17.03,82.4,11.41
Caconda,100,AO,1604262570,66,-13.73,15.07,67.69,3.47
Gushikawa,1,JP,1604262570,93,26.35,127.87,71.6,5.82
Verāval,59,IN,1604262570,48,20.9,70.37,79.34,11.83
Luanda,75,AO,1604262571,88,-8.84,13.23,77.0,8.05
Santa Isabel Rio Negro,45,BR,1604262459,69,-0.41,-65.02,81.37,4.05
Ulaanbaatar,0,MN,1604262319,77,47.91,106.88,-0.4,2.24
Karwar,0,IN,1604262571,79,14.8,74.13,76.71,4.0
Batagay,97,RU,1604262571,87,67.63,134.63,-12.71,4.29
Jhang,0,PK,1604262571,41,33.67,72.7,61.0,2.37
Xuchang,0,CN,1604262571,37,34.02,113.82,53.6,6.71
Egvekinot,24,RU,1604262571,90,66.32,-179.17,9.93,3.24
Eureka,1,US,1604262437,76,40.8,-124.16,64.99,5.77
Kroya,51,ID,1604262571,86,-7.63,109.25,76.51,3.27
Harboøre,100,DK,1604262571,30,56.62,8.18,55.0,1.99
Champerico,40,GT,1604262571,62,14.3,-91.92,89.6,9.17
Matara,4,LK,1604262324,85,5.95,80.54,76.89,6.31
Easton,90,US,1604262571,87,40.69,-75.22,53.01,13.87
Pangnirtung,90,CA,1604262571,67,66.15,-65.71,17.6,2.24
Marawi,100,PH,1604262571,91,8.0,124.29,75.0,1.99
Woodland,1,US,1604262571,27,38.68,-121.77,78.01,4.7
Laas,75,IT,1604262571,66,46.62,10.7,50.0,4.7
San Miguel,20,SV,1604262571,63,13.48,-88.18,95.0,3.36
Tayu,100,ID,1604262571,82,-6.54,111.05,77.74,2.64
Arman',100,RU,1604262571,95,59.7,150.17,30.52,7.63
Sur,0,OM,1604262571,43,22.57,59.53,70.61,4.36
San Andrés,90,CO,1604262571,94,12.58,-81.7,78.8,6.93
Iracoubo,100,GF,1604262571,72,5.48,-53.2,83.79,12.8
Porto Santo,20,PT,1604262571,82,33.07,-16.34,68.0,2.24
Sharonville,40,US,1604262571,42,39.27,-84.41,48.0,26.4
Emerald,0,AU,1604262571,42,-23.53,148.17,69.01,10.29
Baní,75,DO,1604262571,74,18.28,-70.33,86.0,14.03
Dauriya,4,RU,1604262572,89,49.93,116.87,18.16,12.84
Puri,40,IN,1604262572,88,19.8,85.85,80.6,2.24
San Felipe,95,VE,1604262572,85,10.34,-68.74,80.94,4.16
Narasannapeta,28,IN,1604262572,82,18.42,84.05,76.42,6.4
Caborca,82,MX,1604262572,11,30.58,-111.1,92.73,9.8
Llanes,100,ES,1604262572,54,43.42,-4.75,70.0,4.23
Maningrida,62,AU,1604262572,61,-12.07,134.27,75.78,3.8
Taunsa,0,PK,1604262572,23,30.7,70.65,65.7,3.89
Bathsheba,40,BB,1604262572,74,13.22,-59.52,84.2,20.8
Mitchell,40,US,1604262572,38,43.71,-98.03,42.8,4.7
Tabuk,100,PH,1604262572,93,17.42,121.44,74.43,1.83
Kérouané,2,GN,1604262572,57,9.27,-9.02,74.71,2.51
Bay Saint Louis,1,US,1604262572,43,30.31,-89.33,75.2,11.41
Aktash,50,RU,1604262572,80,50.3,87.73,17.82,3.85
Casino,0,AU,1604262572,100,-28.87,153.05,60.01,3.36
Tiznit Province,0,MA,1604262448,28,29.58,-9.5,71.87,1.88
Beloha,1,MG,1604262572,80,-25.17,45.05,66.83,13.85
Mopipi,6,BW,1604262572,39,-21.18,24.88,80.19,16.31
Aljezur,93,PT,1604262572,81,37.32,-8.8,64.31,6.98
Malakal,4,SS,1604262572,78,9.53,31.66,75.92,3.94
Oranjestad,40,AW,1604262326,74,12.52,-70.03,86.0,11.41
Salym,98,RU,1604262572,97,60.06,71.48,29.95,8.52
Springfield,1,US,1604262303,27,37.22,-93.3,55.0,13.87
North Vanlaiphai,73,IN,1604262572,100,23.13,93.07,58.03,1.48
Labuhan,69,ID,1604262572,83,-6.88,112.21,77.7,4.47
Turaif,75,SA,1604262573,93,31.67,38.66,60.8,25.28
